id,Console,Title,US Sales (millions),YearReleased,Publisher,Genre,Sequel,Re-release,Usedprice,lnUsedPrice,Review Score,RatingE,RatingT,RatingM,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,GBA,GCN,NDS,Wii,PS2,PS3,PSP,Xbox,X360,Action,Adventure,Educational,Racing,RPG,Simulation,Sports,Strategy,2K
101,Sony PSP,Tiger Woods PGA Tour 06,0.2,2005,"Electronic Arts, Inc.",Sports,1,0,9.95,2.297572551,80,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
102,Sony PSP,Death Jr.,0.19,2005,"Konami of Europe GmbH, Konami Digital Entertainment, Inc.",Action,0,0,9.95,2.297572551,61,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
103,Sony PSP,Harry Potter and the Goblet of Fire,0.19,2005,"Electronic Arts, Inc.",Action,1,0,17.95,2.887590115,70,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104,Sony PSP,MediEvil Resurrection,0.19,2005,"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd.",Action,1,0,17.95,2.887590115,66,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
105,Nintendo DS,"The Chronicles of Narnia: The Lion, the Witch a...",0.18,2005,"Buena Vista Games, Inc.","Action, Role-Playing (RPG)",0,0,12.95,2.561095788,65,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
106,Nintendo DS,Shrek SuperSlam,0.18,2005,"Activision Publishing, Inc.",Action,0,0,11.95,2.480731278,56,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,Sony PSP,Virtua Tennis: World Tour,0.18,2005,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Sports,1,0,14.95,2.7047113,84,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
108,Sony PSP,Prince of Persia: Revelations,0.17,2005,"Ubisoft, Inc.",Action,1,1,6.95,1.93874166,65,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
109,Nintendo DS,Burnout Legends,0.16,2005,"Electronic Arts, Inc.","Action, Racing / Driving",0,0,17.95,2.887590115,38,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
110,Nintendo DS,Meteos,0.16,2005,"Bandai Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Strategy,0,0,15.95,2.769458829,88,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,Nintendo DS,Spyro: Shadow Legacy,0.15,2005,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",Role-Playing (RPG),1,0,17.95,2.887590115,50,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,Sony PSP,The Con,0.15,2005,"Sony Computer Entertainment America, Inc.",Action,0,0,8.95,2.191653532,63,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113,Sony PSP,Infected,0.15,2005,Majesco Entertainment Company,Action,0,0,17.95,2.887590115,74,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
114,Nintendo DS,Trace Memory,0.14,2005,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Adventure,0,0,14.95,2.7047113,70,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115,Sony PSP,Pursuit Force,0.14,2005,"Sony Computer Entertainment America, Inc., SCEE, Spike Co., Ltd.","Action, Racing / Driving",0,0,14.95,2.7047113,75,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
116,Sony PSP,Kingdom of Paradise,0.13,2005,"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated","Action, Role-Playing (RPG)",0,0,12.95,2.561095788,72,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
117,Nintendo DS,Dragon Ball Z: Supersonic Warriors 2,0.13,2005,"Atari, Inc.",Action,1,0,22.95,3.133317937,66,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
118,Nintendo DS,Dragon Quest Heroes: Rocket Slime,0.13,2005,"Square Enix Co., Ltd., Square Enix, Inc.",Action,1,0,12.95,2.561095788,83,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,Sony PSP,Dead to Rights: Reckoning,0.13,2005,"Namco Europe Limited, Namco Hometek Inc.",Action,1,0,14.95,2.7047113,54,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
120,Sony PSP,World Championship Poker 2 featuring Howard Led...,0.13,2005,"Crave Entertainment, Inc., Oxygen Interactive Software Ltd.",Simulation,1,0,9.95,2.297572551,65,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
121,X360,Amped 3,0.13,2005,2K Sports,Sports,1,0,14.95,2.7047113,72,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
122,Nintendo DS,Break 'em All,0.12,2005,"D3Publisher Inc., D3Publisher of America, Inc.",Action,0,0,17.95,2.887590115,68,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123,Nintendo DS,Lunar: Dragon Song,0.12,2005,"Marvelous Entertainment Inc., Rising Star Games Ltd., Ubisoft, Inc.",Role-Playing (RPG),0,0,14.95,2.7047113,59,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,Nintendo DS,Madden NFL 06,0.12,2005,"Electronic Arts, Inc.",Sports,1,0,9.95,2.297572551,66,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
125,Nintendo DS,Retro Atari Classics,0.12,2005,"Atari Europe S.A.S.U., Atari, Inc.","Action, Racing / Driving, Simulation",0,1,12.95,2.561095788,51,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
126,Nintendo DS,True Swing Golf,0.12,2005,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Sports,0,0,14.95,2.7047113,66,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,Sony PSP,FIFA Soccer,0.12,2005,"Electronic Arts, Inc.",Sports,1,0,14.95,2.7047113,73,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
128,Sony PSP,Metal Gear Ac!d 2,0.12,2005,"Konami Corporation, Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Strategy,0,0,12.95,2.561095788,80,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
129,Nintendo DS,ATV Quad Frenzy,0.11,2005,"Majesco Sales, Inc., Majesco Europe Ltd.","Racing / Driving, Sports",0,0,14.95,2.7047113,35,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
130,Nintendo DS,Bomberman,0.11,2005,"Hudson Soft Company, Ltd., Ubisoft Entertainment SA, Ubisoft, Inc.",Strategy,1,0,17.95,2.887590115,75,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131,Nintendo DS,GoldenEye: Rogue Agent,0.11,2005,"Electronic Arts, Inc.",Action,1,0,14.95,2.7047113,58,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,Nintendo DS,Need for Speed Underground 2,0.11,2005,"Electronic Arts, Inc.",Racing / Driving,1,0,22.95,3.133317937,65,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
133,Sony PSP,FIFA Soccer 06,0.11,2005,"Electronic Arts, Inc.",Sports,1,0,16.95,2.830267834,77,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
134,Sony PSP,Frogger: Helmet Chaos,0.11,2005,"Konami of Europe GmbH, Konami Digital Entertainment, Inc.",Action,1,0,19.95,2.993229143,66,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
135,Sony PSP,The Lord of the Rings: Tactics,0.11,2005,"Electronic Arts, Inc.","Role-Playing (RPG), Strategy",0,0,19.95,2.993229143,64,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
136,Sony PSP,Rengoku: The Tower of Purgatory,0.11,2005,"Konami of Europe GmbH, Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.","Action, Role-Playing (RPG)",0,0,12.95,2.561095788,43,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
137,Sony PSP,Gretzky NHL,0.1,2005,"Sony Computer Entertainment America, Inc.",Sports,0,0,9.95,2.297572551,61,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
138,X360,Ridge Racer 6,0.1,2005,"Electronic Arts UK Ltd., Namco Europe Limited, Namco Hometek Inc., Namco Limited",Racing / Driving,1,0,14.95,2.7047113,74,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
139,Nintendo DS,Ford Racing 3,0.1,2005,"Destination Software, Inc.","Action, Racing / Driving",1,0,14.95,2.7047113,49,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
140,Sony PSP,World Tour Soccer,0.1,2005,"Sony Computer Entertainment America, Inc.",Sports,0,0,12.95,2.561095788,70,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
141,X360,NHL 2K6 ,0.1,2005,2K Sports,Sports,1,0,5.95,1.78339122,75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
142,Nintendo DS,Bust-a-Move DS,0.09,2005,"505 GameStreet, Majesco Entertainment Company","Action, Strategy",0,1,17.95,2.887590115,75,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
143,Nintendo DS,Battles of Prince of Persia,0.09,2005,"Ubisoft Entertainment SA, Ubisoft, Inc.",Strategy,1,0,14.95,2.7047113,64,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
144,Nintendo DS,Snood 2: On Vacation,0.09,2005,"Destination Software, Inc.","Action, Strategy",1,0,11.95,2.480731278,46,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
145,Sony PSP,GripShift,0.09,2005,"Platform Publishing, Red Mile Entertainment, Inc., Ubisoft Entertainment SA",Racing / Driving,0,0,9.95,2.297572551,70,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
146,Nintendo DS,Marvel Nemesis: Rise of the Imperfects ,0.08,2005,"Electronic Arts, Inc.",Action,0,0,14.95,2.7047113,34,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147,Nintendo DS,Scooby-Doo! Unmasked,0.08,2005,"THQ France, THQ Inc.",Action,0,0,17.95,2.887590115,60,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148,Nintendo DS,Viewtiful Joe: Double Trouble!,0.08,2005,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Action,1,0,14.95,2.7047113,73,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,Sony PSP,Frantix,0.08,2005,"Platform Publishing, Ubisoft Entertainment SA",Action,0,0,12.95,2.561095788,59,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
150,Sony PSP,The Legend of Heroes: A Tear of Vermillion,0.08,2005,"Bandai Co., Ltd., Bandai Games Inc.",Role-Playing (RPG),0,0,17.95,2.887590115,68,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
151,Sony PSP,PQ: Practical Intelligence Quotient,0.08,2005,"D3Publisher of America, Inc., D3Publisher of Europe Ltd., Now Production Co., Ltd.",Strategy,0,0,14.95,2.7047113,69,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
152,Nintendo DS,Lost in Blue,0.07,2005,"Konami Digital Entertainment Co., Ltd., Konami of Europe GmbH, Konami Digital Entertainment, Inc.",Role-Playing (RPG),0,0,24.95,3.216873822,69,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,Sony PSP,Ghost in the Shell: Stand Alone Complex,0.07,2005,"Bandai Games Inc., Bandai S.A., Sony Computer Entertainment Incorporated",Action,0,0,14.95,2.7047113,61,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
154,Sony PSP,The Hustle: Detroit Streets,0.07,2005,"Activision Value Publishing, Inc., Deep Silver",Sports,0,0,7.95,2.073171929,51,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
155,Nintendo DS,Dig Dug: Digging Strike,0.06,2005,Namco Hometek Inc.,Action,0,1,16.95,2.830267834,65,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
156,Nintendo DS,Frogger: Helmet Chaos,0.06,2005,"Konami of Europe GmbH, Konami Digital Entertainment, Inc.",Action,1,0,17.95,2.887590115,69,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
157,Nintendo DS,Mega Man Battle Network 5: Double Team DS,0.06,2005,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.","Action, Role-Playing (RPG)",1,0,17.95,2.887590115,68,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
158,Nintendo DS,Nanostray,0.06,2005,"Majesco Entertainment Company, Taito Corporation, THQ Inc.",Action,0,0,17.95,2.887590115,71,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
159,Nintendo DS,Sega Casino,0.06,2005,"SEGA of America, Inc.",Simulation,0,0,17.95,2.887590115,61,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160,Nintendo DS,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.06,2005,"Konami Digital Entertainment, Inc.","Action, Adventure",1,0,17.95,2.887590115,58,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
161,Sony PSP,Pac-Man World 3,0.06,2005,"Electronic Arts, Inc., Namco Hometek Inc.",Action,1,0,24.95,3.216873822,61,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
162,Sony PSP,Smart Bomb,0.06,2005,"Eidos, Inc.","Action, Strategy",0,0,14.95,2.7047113,45,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
163,Sony PSP,Tokobot,0.06,2005,"Take-Two Interactive Software Europe Ltd., Tecmo, Inc.",Strategy,0,0,17.95,2.887590115,72,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
164,Nintendo DS,Fullmetal Alchemist: Dual Sympathy,0.05,2005,"Bandai Co., Ltd., Destineer",Action,1,0,14.95,2.7047113,58,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
165,Sony PSP,Exit,0.05,2005,"Taito Corporation, Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,9.95,2.297572551,77,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
166,Nintendo DS,Bubble Bobble Revolution,0.04,2005,"Codemasters Software Company Limited, The, Rising Star Games Ltd.",Action,0,1,17.95,2.887590115,38,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
167,Nintendo DS,Elf Bowling 1&2,0.02,2005,Ignition Entertainment Ltd. USA,"Action, Sports",0,0,17.95,2.887590115,12,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
168,Nintendo DS,The Rub Rabbits!,0.02,2005,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.","Action, Adventure",0,0,17.95,2.887590115,68,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
169,Nintendo DS,Rainbow Islands Revolution,0.02,2005,"Codemasters Software Company Limited, The, Rising Star Games Ltd., Taito Corporation",Action,0,1,14.95,2.7047113,54,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,Sony PSP,Kao Challengers,0.02,2005,Atari Europe S.A.S.U.,Action,0,0,14.95,2.7047113,57,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
171,Nintendo DS,Electroplankton,0.01,2005,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Simulation,0,0,29.95,3.399529325,71,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
172,Nintendo DS,LifeSigns: Surgical Unit,0.01,2005,"DreamCatcher Interactive Inc., Spike Co., Ltd.","Simulation, Strategy",0,0,22.95,3.133317937,61,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
173,Nintendo DS,Space Invaders Revolution,0.01,2005,"Mastiff, LLC, Rising Star Games Ltd.",Action,1,0,13.95,2.635479508,49,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
174,Nintendo Wii,Wii Play,14.66,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Sports",0,0,14.95,2.7047113,58,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
175,Nintendo DS,New Super Mario Bros.,10.03,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,27.95,3.3304172,89,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
176,Nintendo DS,Pok�mon Diamond,6.77,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Role-Playing (RPG),1,0,27.95,3.3304172,85,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,Nintendo DS,Pok�mon Pearl,6.77,2006,"Nintendo Co., Ltd., Nintendo France SARL, Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Role-Playing (RPG),1,0,26.95,3.293983297,85,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
178,X360,Gears of War,3.7,2006,Microsoft Games Studios,Action,0,0,19.95,2.993229143,94,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
179,Nintendo Wii,The Legend of Zelda: Twilight Princess,3.33,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Role-Playing (RPG)",1,0,39.95,3.687628672,95,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
180,Nintendo DS,Cooking Mama,2.9,2006,"505 GameStreet, Majesco Entertainment Company, Taito Corporation",Simulation,0,0,17.95,2.887590115,67,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
181,X360,Marvel Ultimate Alliance,2.42,2006,"Activision Publishing, Inc., ATVI France SARL","Action, Role-Playing (RPG)",0,0,14.95,2.7047113,82,0,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
182,Sony PSP,Daxter,2.38,2006,"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd.",Action,1,0,14.95,2.7047113,85,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
183,X360,The Elder Scrolls IV: Oblivion,2.12,2006,"2K Games, Bethesda Softworks LLC, Spike Co., Ltd.","Action, Role-Playing (RPG)",1,0,19.95,2.993229143,94,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
184,X360,Madden NFL 07,1.77,2006,"Electronic Arts, Inc.",Sports,1,0,4.95,1.599387577,80,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
185,Sony PSP,Grand Theft Auto: Vice City Stories,1.72,2006,"Rockstar Games, Inc.","Action, Racing / Driving",1,0,17.95,2.887590115,86,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
186,PlayStation 3,Resistance: Fall of Man,1.61,2006,"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Action,0,0,19.95,2.993229143,86,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
187,PlayStation 3,MotorStorm,1.58,2006,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated","Action, Racing / Driving, Sports",0,0,16.95,2.830267834,82,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
188,X360,Call of Duty 3,1.51,2006,"Activision Deutschland GmbH, Activision Publishing, Inc., Activision (UK) Limited, ATVI France SARL",Action,1,0,16.95,2.830267834,82,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
189,Nintendo DS,Yoshi's Island DS,1.49,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,1,27.95,3.3304172,81,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,X360,Tom Clancy's Ghost Recon: Advanced Warfighter,1.46,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,14.95,2.7047113,90,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
191,X360,Fight Night Round 3,1.4,2006,"Electronic Arts, Inc.","Action, Sports",1,0,14.95,2.7047113,86,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
192,Nintendo DS,Pok�mon Ranger,1.36,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Role-Playing (RPG),1,0,19.95,2.993229143,69,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
193,Nintendo Wii,Rayman Raving Rabbids,1.26,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,17.95,2.887590115,76,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,X360,Saints Row,1.23,2006,"THQ Inc., THQ (UK) Limited","Action, Racing / Driving",0,0,14.95,2.7047113,81,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
195,X360,Tom Clancy's Rainbow Six: Vegas,1.19,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,14.95,2.7047113,88,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
196,X360,Dead Rising,1.16,2006,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Action,0,0,16.95,2.830267834,85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
197,Nintendo Wii,Call of Duty 3,1.15,2006,"Activision Publishing, Inc.",Action,1,0,19.95,2.993229143,69,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
198,X360,Lost Planet: Extreme Condition,1.15,2006,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Action,0,0,12.95,2.561095788,79,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
199,Nintendo DS,Mario Hoops 3 on 3,1.03,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Sports,0,0,22.95,3.133317937,69,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,Nintendo DS,LEGO Star Wars II: The Original Trilogy,1.02,2006,"Electronic Arts K.K., LucasArts",Action,1,0,17.95,2.887590115,47,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201,Nintendo Wii,Super Monkey Ball: Banana Blitz,1,2006,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Action,1,0,14.95,2.7047113,74,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
202,Nintendo DS,The Sims 2: Pets,0.97,2006,"Electronic Arts, Inc.",Simulation,1,0,14.95,2.7047113,49,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
203,Sony PSP,Need for Speed: Carbon - Own the City,0.93,2006,"Electronic Arts France, Electronic Arts, Inc., Electronic Arts K.K.",Racing / Driving,1,0,16.95,2.830267834,73,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
